filename,Ered,Ered_ag,SMILES,MPP_all(Angstrom),MPP_heavy(Angstrom)
483,1.69,-2.16,Cc1cc2nsnc2c2c1C(C)CC([O-])=[NH+]2,0.822871,0.421047
484,1.63,-2.22,CCC(C)Oc1cc(C(C)C)cc2nsnc12,0.99588,0.594781
485,1.46,-2.39,CCc1c2c(cc3nsnc13)C(C)(C)CO2,0.977087,0.526039
486,1.66,-2.19,C/C([O-])=[N+](/C)c1c2c(cc3nsnc13)C1CCC2CC1,1.370825,0.843723
487,1.35,-2.5,CCC(C)c1c2c(c(C(C)C)c3nsnc13)C1CCC2CC1,1.267711,0.811988
488,1.66,-2.19,CCCCc1ccc2nsnc2c1OCCC,1.04909,0.762706
489,1.18,-2.67,CN(C)CCc1c2c(cc3nsnc13)N(C)CN2C,0.689085,0.360284
49,1.48,-2.37,CCCOc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.145247,0.729813
490,1.48,-2.37,COc1c2c(c3nsnc3c1C)C(C)CO2,0.725362,0.377331
491,1.29,-2.56,Cc1c2c(cc3nsnc13)N(C)CC2C,0.748168,0.352278
492,1.4,-2.45,Cc1c2c(c(NC(C)C)c3nsnc13)C1CCC2CC1,1.079661,0.692304
493,1.42,-2.43,Cc1cc2nsnc2c2c1N(C)CCC2C,0.852912,0.445361
494,1.49,-2.36,CC(C)Cc1cc2c(c3nsnc13)NCC2,0.893714,0.502648
495,1.32,-2.53,CCCc1c2c(cc3nsnc13)N(CC)CCN2C,1.215128,0.764315
496,1.28,-2.57,CCOCCc1c2c(c(CC)c3nsnc13)C1CCC2C1,1.276806,0.903379
497,1.37,-2.48,CCC(C)c1c2c(cc3nsnc13)CCC2C,1.044126,0.607111
498,1.42,-2.43,CCCCc1c2c(c(C)c3nsnc13)OCCO2,0.841683,0.461399
499,1.42,-2.43,C1Cc2c3c(c4nsnc4c2C1)CCCO3,0.624357,0.145139
5,1.58,-2.27,COc1c(C)c(C)c2nsnc2c1OC,0.757209,0.400573
50,1.51,-2.34,CCc1c(C(C)C)c(OC)cc2nsnc12,0.965577,0.540104
500,1.53,-2.32,Cc1ccc(C(C)C)c2nsnc12,0.917031,0.498704
51,1.46,-2.39,COc1c2c(c(C)c3nsnc13)OC(C)C2,0.63255,0.254181
52,1.15,-2.7,COC1N(C)c2cc3nsnc3cc2N1C(C)C,0.88281,0.506245
53,1.46,-2.39,CC(C)COc1cc2nsnc2c2c1CCO2,0.886346,0.437947
54,1.57,-2.28,CCc1cc(C)c2nsnc2c1,0.651073,0.314068
55,1.4,-2.45,COCCN(C)c1cc(C)c2nsnc2c1,0.671423,0.329148
56,1.39,-2.46,CCCN1CCN(C)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,1.148068,0.780169
57,1.32,-2.53,CCC(C)N1CCN(CC)c2c1c(C)c1nsnc1c2C,1.189827,0.774615
58,1.57,-2.28,CCNc1c2c(c(OC(C)C)c3nsnc13)C1CCC2C1,1.148154,0.81942
59,1.5,-2.35,CC(C)COc1cc2c(c3nsnc13)CCC2,0.712864,0.287301
6,1.49,-2.36,CCCc1ccc2nsnc2c1NC,0.845768,0.546052
60,1.45,-2.4,CCc1c(C)c(OC)c(NC)c2nsnc12,0.807577,0.452875
61,1.55,-2.3,CNc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)OCCO2,0.88142,0.499838
62,1.7,-2.15,COc1c(OCC(C)C)ccc2nsnc12,0.902107,0.571843
63,1.51,-2.34,CCOc1c(C)c(CC)c(C)c2nsnc12,0.729757,0.378443
64,1.58,-2.27,CC(C)c1cc2nsnc2c2c1N(C)CCN2,1.051187,0.600818
65,1.66,-2.19,CCCCC1Oc2cc3nsnc3cc2OC1C,0.892108,0.491538
66,1.47,-2.38,CCc1c(OC)c(NC)c2nsnc2c1C,0.714572,0.392277
67,1.28,-2.57,CNc1c(N(C)C)cc(C)c2nsnc12,0.835067,0.435527
68,1.67,-2.18,CC(C)COCCOc1ccc2nsnc2c1,0.922851,0.57167
69,1.38,-2.47,COC1CN(C)c2cc3nsnc3c(C)c21,0.585308,0.266248
7,1.48,-2.37,CCc1cc(C(C)C)c(C)c2nsnc12,0.96627,0.543162
70,1.47,-2.38,C/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(C)CCN2C,0.803339,0.440132
72,1.46,-2.39,COc1c2c(c(C(C)C)c3nsnc13)OCC(C)O2,0.926252,0.491959
73,1.63,-2.22,CCc1ccc2nsnc2c1OC,0.74066,0.424482
74,1.56,-2.29,CCOc1c2c(cc3nsnc13)OCCO2,0.580015,0.257018
75,1.53,-2.32,CCCc1c(OC)cc(OC)c2nsnc12,0.894572,0.539138
76,1.28,-2.57,Cc1c2c(cc3nsnc13)N(C)CCN2CCOC(C)C,1.357291,1.087056
77,1.46,-2.39,CCCNc1c2c(cc3nsnc13)CCO2,0.572071,0.18354
78,1.33,-2.52,CCCN(c1c2c(cc3nsnc13)C1CCC2C1)C(C)C,1.597083,1.145004
79,1.16,-2.69,CCCOCCN1CN(C)c2cc3nsnc3cc21,0.81908,0.450732
8,1.28,-2.57,CCN1CCN(C)c2cc3nsnc3c(NCC(C)C)c21,1.190357,0.774206
80,1.3,-2.55,CNc1c2c(c(N(C)C(C)C)c3nsnc13)C1CCC2C1,1.099645,0.691021
81,1.68,-2.17,CCC/C([O-])=[NH+]\c1ccc(OC)c2nsnc12,0.844714,0.656305
82,1.5,-2.35,CC(C)Nc1c(N(C)C)ccc2nsnc12,1.037493,0.613326
83,1.47,-2.38,CC1COc2c3c(c4nsnc4c2C1)CCC3,0.890961,0.443471
85,1.42,-2.43,CC(C)COc1c2c(c(C(C)C)c3nsnc13)C1CCC2C1,1.08719,0.64991
86,1.65,-2.2,CC(C)/C([O-])=[N+](/C)c1cccc2nsnc12,1.394887,1.028463
87,1.1,-2.75,CCN1CN(CC(C)C)c2c1cc1nsnc1c2OC,0.872762,0.472347
88,1.42,-2.43,CCCN(C)c1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.33885,0.869209
89,1.06,-2.79,CCC(C)N1CN(C)c2c1cc1nsnc1c2OC,1.166829,0.687864
9,1.41,-2.44,CCNc1c2c(cc3nsnc13)CCO2,0.561371,0.195672
90,1.42,-2.43,Cc1cc2nsnc2c2c1OC(C)C(C)O2,0.570276,0.135696
91,1.77,-2.08,C[N+]1=C([O-])CCCc2ccc3nsnc3c21,0.938957,0.566443
92,1.37,-2.48,CCCNc1cc(OCC)cc2nsnc12,0.763246,0.388037
93,1.57,-2.28,CCOc1c2c(c3nsnc3c1C)OCC2,0.631571,0.287293
94,1.6,-2.25,COCCOCCOc1c2c(cc3nsnc13)C1CCC2CC1,0.979929,0.573921
95,1.21,-2.64,CCCNc1c2c(c(CC(C)C)c3nsnc13)C1CCC2C1,1.090619,0.703794
96,1.49,-2.36,CCCc1cc(OC)c2nsnc2c1NC,0.882589,0.569494
97,1.52,-2.33,CCOCCN(C)c1c2c(cc3nsnc13)C1CCC2C1,1.566344,1.225485
98,1.42,-2.43,CCCc1cc(NC)c2nsnc2c1C,0.671926,0.34149
99,1.16,-2.69,COCCc1c2c(cc3nsnc13)N(C)CN2C,0.644886,0.288504
1,1.54,-2.31,COc1c2c(cc3nsnc13)C(C)CO2,0.663187,0.320064
2,1.43,-2.42,Cc1c2c(c(C)c3nsnc13)CCC2,0.569899,0.108053
4,1.5,-2.35,CNc1c(C)c2c(c3nsnc13)OCC2,0.585802,0.218316
6,1.33,-2.52,CCN(c1c2c(c(NC)c3nsnc13)C1CCC2C1)C(C)C,1.362888,0.937862
7,1.55,-2.3,CCc1c(OC(C)C)ccc2nsnc12,0.85832,0.477197
9,1.38,-2.47,CCNc1c2c(c(OC(C)CC)c3nsnc13)C1CCC2C1,1.210806,0.852807
10,1.56,-2.29,CCC1COc2cc3nsnc3c(OC)c2O1,0.734116,0.343382
11,1.44,-2.41,COc1c2c(c(C)c3nsnc13)C1CCC2C1,0.918899,0.537104
12,1.51,-2.34,CC(C)c1cc2c(c3nsnc13)CCC2,0.830738,0.407133
13,1.39,-2.46,CCCN(c1c2c(cc3nsnc13)C1CCC2C1)C(C)CC,1.633067,1.348588
14,1.48,-2.37,CC(C)Cc1cc(OC(C)C)cc2nsnc12,1.048194,0.64131
15,1.16,-2.69,COC1N(C)c2cc3nsnc3cc2N1C,0.646928,0.421912
16,1.12,-2.73,CCC(C)N1CCN(CCOC)c2cc3nsnc3cc21,1.136942,0.719843
17,1.45,-2.4,CCCc1cc2nsnc2c2c1OCCN2,0.67755,0.332016
18,1.26,-2.59,CCCCN1CCN(C)c2c1cc1nsnc1c2CC,1.326259,0.909324
19,1.53,-2.32,CCC(C)C1Oc2cc3nsnc3cc2OC1CC,1.078183,0.628293
20,1.32,-2.53,CCCCNc1c2c(c(C)c3nsnc13)N(C)CCN2C,0.935233,0.531729
21,1.46,-2.39,COc1c2c(c(CC(C)C)c3nsnc13)C1CCC2CC1,1.177067,0.78684
22,1.43,-2.42,CCCCC1COc2cc3nsnc3c(NC)c2O1,0.676243,0.2865
23,1.59,-2.26,COCCOc1ccc2nsnc2c1C,0.863945,0.499762
24,1.46,-2.39,CCNc1c2c(cc3nsnc13)C(C)CCO2,0.970525,0.581176
25,1.51,-2.34,CCc1c(C)c(C)c2nsnc2c1OC,0.688561,0.349332
26,1.5,-2.35,CCCN(C)c1ccc2nsnc2c1CC,1.216783,0.850554
27,1.52,-2.33,CCNc1cccc2nsnc12,0.388847,0.03077
28,1.48,-2.37,CC1CCc2c(c3c(c4nsnc24)OCC3)O1,0.612367,0.139752
30,1.41,-2.44,CN(C)c1cc2nsnc2c2c1OCCO2,0.70428,0.309839
31,1.59,-2.26,Cc1cc2c(c3nsnc13)OCC2C,0.592903,0.206319
32,1.51,-2.34,CC1COc2c(C(C)C)cc3nsnc3c2O1,0.908966,0.456668
33,1.45,-2.4,CCc1cc2c(c3nsnc13)N(CC)CCO2,0.786679,0.41587
34,1.38,-2.47,CC1CCOc2c3c(c4nsnc4c21)NCC3,0.744858,0.333556
35,1.66,-2.19,CCCN(CC)c1cccc2nsnc12,1.349404,1.135334
36,1.47,-2.38,CCc1c2c(c(OC)c3nsnc13)C1CCC2CC1,1.048436,0.649733
37,1.41,-2.44,Cc1c2c(c(C)c3nsnc13)N(C)CCO2,0.719283,0.312137
38,1.15,-2.7,CCCCOC1N(C)c2cc3nsnc3cc2N1C,1.265183,0.965726
39,1.55,-2.3,COCCc1cc2nsnc2cc1N(C)C,1.134905,0.749288
40,1.57,-2.28,CCCCOc1ccc2nsnc2c1C,0.647591,0.259316
41,1.46,-2.39,CCCNc1c2c(c(OCCC)c3nsnc13)C1CCC2CC1,1.145795,0.801393
43,1.46,-2.39,C1Cc2c3c(c4nsnc4c2C1)NCC3,0.571305,0.10632
45,1.35,-2.5,CCCN(CC)c1c2c(c(OC)c3nsnc13)C1CCC2C1,1.584393,1.107398
46,1.49,-2.36,COc1cc(N(C)C)c2nsnc2c1,0.550149,0.22201
47,1.36,-2.49,CCCNc1c2c(c(NC)c3nsnc13)C1CCC2CC1,0.997434,0.622824
48,1.26,-2.59,CC(C)N1CCN(C)c2c1cc1nsnc1c2N(C)C,1.06644,0.601358
49,1.48,-2.37,CCOc1cc2nsnc2c(OCC)c1C,0.592779,0.249195
50,1.5,-2.35,CCOc1cc(C)c2nsnc2c1CC,0.680417,0.305633
51,1.26,-2.59,CCCCOc1c2c(cc3nsnc13)N(C)CCN2CC,1.156713,0.744718
52,1.54,-2.31,CCN(CC(C)C)c1cccc2nsnc12,1.247955,0.866227
53,1.36,-2.49,CNc1cc2c(c3nsnc13)OCCN2C,0.51963,0.139438
54,1.07,-2.78,CCCc1c2c(cc3nsnc13)N(C)CN2C(C)C,1.149215,0.734712
55,1.46,-2.39,CCc1cc2nsnc2c2c1OCCC2,0.709234,0.313728
56,1.62,-2.23,CC(C)N(C)CCc1cccc2nsnc12,1.321539,0.977776
57,1.34,-2.51,CCC(C)Nc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.321231,0.902607
58,1.16,-2.69,COc1c2c(cc3nsnc13)N(C(C)C)CN2C,0.929075,0.507027
59,1.61,-2.24,CCOc1c(C)cc2nsnc2c1OCC,0.753031,0.436974
60,1.5,-2.35,CNc1c2c(c(/[NH+]=C(/[O-])C(C)C)c3nsnc13)C1CCC2C1,1.207358,0.886668
61,1.49,-2.36,CCCNc1c(CC)ccc2nsnc12,1.017386,0.68949
62,1.56,-2.29,Cc1c(N(C)C)ccc2nsnc12,0.715543,0.350233
63,1.54,-2.31,CC1COc2c(c3c(c4nsnc24)OCC3)O1,0.589491,0.138379
64,1.52,-2.33,COc1cc2nsnc2c2c1C(C)CO2,0.724064,0.340592
66,1.53,-2.32,COCCOc1c2c(c(OC)c3nsnc13)C1CCC2C1,1.016654,0.579408
67,1.44,-2.41,COc1cc2c(c3nsnc13)C(C)CCO2,0.738613,0.334194
68,1.48,-2.37,CCCCOc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.212027,0.810398
69,1.6,-2.25,CC(C)Oc1c(C(C)C)ccc2nsnc12,1.075753,0.654732
70,1.41,-2.44,CC(C)c1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,1.254265,0.77461
72,1.49,-2.36,COc1c2c(c(C)c3nsnc13)CC(C)C2,0.838931,0.456905
73,1.15,-2.7,CCCCN1CCN(C)c2cc3nsnc3cc21,0.700054,0.317628
74,1.36,-2.49,COCCNc1c2c(c(C(C)C)c3nsnc13)C1CCC2CC1,1.099454,0.693974
75,1.46,-2.39,Cc1cc(N(C)C)c(N(C)C)c2nsnc12,0.880739,0.459367
76,1.58,-2.27,c1c2c(cc3nsnc13)OCCC2,0.531208,0.143131
77,1.56,-2.29,CCCOc1cc2nsnc2c2c1OCC2,0.605049,0.239039
78,1.41,-2.44,CCN(CC)c1c2c(c(C(C)C)c3nsnc13)C1CCC2CC1,1.38277,0.909791
79,1.16,-2.69,CCCCN1CCN(CCOC)c2cc3nsnc3cc21,1.048411,0.647294
80,1.35,-2.5,CCN1CCNc2c1cc(C)c1nsnc21,0.6714,0.282612
81,1.63,-2.22,COc1c(C(C)C)cc2nsnc2c1OC,1.020774,0.566847
82,1.62,-2.23,CCOc1cc(CC)c2nsnc2c1OC,0.835861,0.491259
83,1.35,-2.5,CCN1CCN(CC)c2c1c(C)c1nsnc1c2OC,1.402601,0.892647
84,1.57,-2.28,COc1c(OC(C)C)cc2nsnc2c1C,0.889976,0.550011
85,1.37,-2.48,CC(C)N1c2cc3nsnc3cc2CCC1C,1.037017,0.615155
86,1.48,-2.37,CCCCc1c2c(cc3nsnc13)CCC2C,0.812344,0.392227
87,1.42,-2.43,CCc1c2c(cc3nsnc13)C1CCC2C1,0.972897,0.566055
88,1.34,-2.51,CCCc1c2c(c(C(C)C)c3nsnc13)C1CCC2C1,1.22357,0.802287
89,1.42,-2.43,CC(C)COc1cc2nsnc2c2c1CCN2,0.815802,0.466112
90,1.47,-2.38,CCOc1c(C)c(C)c(NC)c2nsnc12,0.66096,0.357851
91,1.2,-2.65,CCOc1c2c(cc3nsnc13)N(C)CN2C,0.640071,0.306699
92,1.17,-2.68,CCC(C)c1c2c(cc3nsnc13)N(CC)CN2C,1.193752,0.752269
93,1.57,-2.28,CCOc1c2c(c(OCC)c3nsnc13)OCCO2,0.671435,0.333742
94,1.48,-2.37,CC1CCc2c3c(c4nsnc4c21)C(C)CO3,0.904436,0.474758
95,1.58,-2.27,CC1COc2c(ccc3nsnc23)O1,0.519875,0.139962
96,1.54,-2.31,CCCCC1Oc2cc3nsnc3cc2OC1CC,0.743668,0.351558
97,1.53,-2.32,CC(C)Oc1cc2nsnc2cc1N(C)C,1.022726,0.568132
98,1.69,-2.16,CCCOc1c(OCC)ccc2nsnc12,0.738022,0.464287
100,1.07,-2.78,CCCc1c2c(cc3nsnc13)N(C(C)C)CN2C,1.117782,0.680971
101,1.52,-2.33,CN1CC(C)(C)c2ccc3nsnc3c21,0.903243,0.473961
102,1.45,-2.4,COc1cc2nsnc2c(C(C)C)c1OC,0.939874,0.524161
103,1.57,-2.28,CCN(CC)c1cc(C)cc2nsnc12,1.360505,0.882681
104,1.43,-2.42,CC(C)N1CCCc2c1ccc1nsnc21,0.889304,0.460394
105,1.35,-2.5,CCCc1c2c(c(CCOCC)c3nsnc13)C1CCC2C1,1.08568,0.713231
106,1.55,-2.3,CCCCc1cc(C(C)C)cc2nsnc12,1.00766,0.601082
107,1.6,-2.25,Cc1c2c(cc3nsnc13)OCCOC2,0.578422,0.287918
108,1.33,-2.52,CNc1c2c(c(N(C)CCOC)c3nsnc13)C1CCC2CC1,1.452265,1.110263
109,1.51,-2.34,CCOc1c2c(c(OC(C)CC)c3nsnc13)C1CCC2CC1,1.194029,0.819971
111,1.44,-2.41,CCCc1c2c(cc3nsnc13)CC(C)O2,0.877052,0.494166
113,1.53,-2.32,Cc1cc2nsnc2c(C)c1N(C)C(C)C,1.174711,0.723594
114,1.52,-2.33,CC1Oc2c(c3c(c4nsnc24)CCO3)C1C,0.731489,0.326904
115,1.52,-2.33,CCc1c(C)c2c(c3nsnc13)OCC2,0.719629,0.314614
116,1.54,-2.31,CCCN(C)c1cccc2nsnc12,0.675179,0.369275
117,1.49,-2.36,COCCOc1cc2nsnc2cc1C,0.616498,0.33036
118,1.59,-2.26,CCCCN(c1cccc2nsnc12)C(C)C,1.416876,1.198774
119,1.47,-2.38,COc1c2c(c3nsnc3c1C)N(C)CC2,0.631563,0.285776
120,1.45,-2.4,CC(C)Cc1c2c(cc3nsnc13)OCC2C,1.045024,0.655723
121,1.38,-2.47,CC1Cc2cc3nsnc3cc2N(C)C1,0.569555,0.143397
122,1.62,-2.23,CCCCc1ccc(OC(C)C)c2nsnc12,0.841419,0.499336
123,1.06,-2.79,CCC(C)c1c2c(cc3nsnc13)N(C)CN2CC,0.980227,0.572324
125,1.07,-2.78,CCN1CN(C)c2c1cc1nsnc1c2N(C)C,0.934403,0.506638
126,1.57,-2.28,CCN(C)CCOc1ccc2nsnc2c1,0.835644,0.52421
127,1.32,-2.53,CCC(C)c1c2c(c(NC(C)C)c3nsnc13)C1CCC2CC1,1.217158,0.794403
128,1.6,-2.25,Cc1c2c(cc3nsnc13)COCC2,0.521696,0.137678
130,1.41,-2.44,Cc1c(C)c(C)c2nsnc2c1C,0.498202,5.40E-05
132,1.47,-2.38,CCc1cc2c(c3nsnc13)N(C)C(C)C2,0.758307,0.366038
133,1.47,-2.38,CN(C)c1c2c(cc3nsnc13)OCCO2,0.77757,0.362184
134,1.3,-2.55,CCNc1c2c(c(CC)c3nsnc13)N(C)CN2C,0.80984,0.428076
135,1.47,-2.38,CCC(C)Oc1cc(OC)c2nsnc2c1,0.831073,0.438691
136,1.43,-2.42,CCCOc1c2c(cc3nsnc13)C1CCC2CC1,0.985409,0.577156
137,1.29,-2.56,CCCNc1c2c(c(C(C)C)c3nsnc13)C1CCC2C1,1.097992,0.657352
138,1.14,-2.71,CCCN1CCN(CCC)c2cc3nsnc3cc21,0.875717,0.466692
139,1.48,-2.37,CN(C)c1c2c(cc3nsnc13)C1CCC2CC1,1.160764,0.703619
140,1.55,-2.3,CCC1Oc2cc3nsnc3c(OC)c2OC1C,1.015074,0.553961
141,1.42,-2.43,CCCNc1c2c(cc3nsnc13)CC(C)C2,0.791927,0.401681
142,1.43,-2.42,COc1cc2nsnc2c(C)c1C(C)C,0.886945,0.467253
143,1.39,-2.46,CNc1cc2c(c3nsnc13)N(C)CCO2,0.605794,0.270766
144,1.2,-2.65,COC1N(C(C)C)c2cc3nsnc3cc2N1C(C)C,1.114091,0.731914
145,1.53,-2.32,CCOc1c2c(cc3nsnc13)C(C)(C)CO2,0.908844,0.49539
146,1.43,-2.42,CCNc1c2c(cc3nsnc13)C(C)CC2,0.744499,0.347221
148,1.6,-2.25,Cc1c2c(cc3nsnc13)OCCN(C)C2,0.640403,0.324276
150,1.44,-2.41,CNc1cc2c(c3nsnc13)OCC(C)O2,0.52918,0.135351
151,1.51,-2.34,CCN(C)CCNc1cccc2nsnc12,0.761634,0.453277
152,1.26,-2.59,CCN1CCN(C)c2c1c(C(C)C)c1nsnc1c2C,1.173706,0.746327
153,1.65,-2.2,CCCOc1ccc2nsnc2c1,0.616386,0.282224
154,1.53,-2.32,CCCOc1ccc(C(C)CC)c2nsnc12,0.93924,0.59553
155,1.46,-2.39,CCOc1cc(NC)c2nsnc2c1OC,0.572427,0.264344
157,1.5,-2.35,Cc1cc2nsnc2c2c1CCCO2,0.562174,0.145477
158,1.54,-2.31,CCN(CC)c1ccc2nsnc2c1C,1.203185,0.760195
159,1.45,-2.4,Cc1c2c(cc3nsnc13)CC(C)O2,0.559555,0.142555
160,1.53,-2.32,CCN(CC)c1ccc2nsnc2c1OC,1.251076,0.79254
161,1.56,-2.29,CCOc1c(CC)cc2nsnc2c1C,0.843594,0.473214
162,1.4,-2.45,CCCNc1c2c(c(OCC)c3nsnc13)C1CCC2C1,0.877475,0.51596
163,1.15,-2.7,CC(C)CN1CCN(C)c2cc3nsnc3cc21,0.870888,0.483614
164,1.09,-2.76,CCCN1CN(C)c2cc3nsnc3c(N(C)C)c21,1.027404,0.595691
165,1.55,-2.3,COc1c2c(cc3nsnc13)OC(C)C(C)O2,0.646879,0.275124
166,1.43,-2.42,CNc1c2c(cc3nsnc13)C(C)(C)CO2,0.89881,0.473913
167,1.33,-2.52,CCC(C)c1c2c(c(C)c3nsnc13)C1CCC2CC1,1.246738,0.800923
168,1.2,-2.65,CC(C)COc1c2c(cc3nsnc13)N(C)CN2C,0.786336,0.437635
169,1.53,-2.32,CCOCCN(C)c1cccc2nsnc12,1.287502,0.932709
170,1.19,-2.66,CN(C)CCc1c2c(cc3nsnc13)N(C)CCN2C,1.427053,0.993116
171,1.51,-2.34,Cc1cc2nsnc2c2c1CCC2,0.53497,0.078216
172,1.25,-2.6,CCOc1c2c(cc3nsnc13)N(C)CCN2C(C)CC,1.173317,0.783114
173,1.46,-2.39,CCCOc1cc2nsnc2cc1CCC,0.67197,0.305213
174,1.42,-2.43,CCC(C)N(CC)c1ccc2nsnc2c1,0.946909,0.539999
176,1.48,-2.37,CCc1c2c(cc3nsnc13)C(C)CC2,0.726783,0.317034
178,1.5,-2.35,CC1COc2c1c(N(C)C)cc1nsnc21,0.932909,0.487926
179,1.42,-2.43,CCN1CCOc2cc(C)c3nsnc3c21,0.816851,0.48135
180,1.51,-2.34,CCC(C)c1cc2c(c3nsnc13)CC(C)C2,0.893141,0.496737
181,1.51,-2.34,CNc1c(C)c(C(C)C)cc2nsnc12,0.91436,0.507343
182,1.49,-2.36,CCCOc1cc(CC)c2nsnc2c1,0.857031,0.506068
183,1.46,-2.39,COCCN(C)c1c2c(cc3nsnc13)C1CCC2C1,1.518918,1.076343
184,1.47,-2.38,CCCN1CCOc2ccc3nsnc3c21,0.780473,0.487659
185,1.61,-2.24,CCCOc1c(OC)c(C)cc2nsnc12,0.761045,0.408988
186,1.41,-2.44,Cc1c2c(c(C)c3nsnc13)OC(CC(C)C)CO2,0.863292,0.429239
187,1.1,-2.75,CCOc1c2c(cc3nsnc13)N(CC(C)C)CN2C,0.868773,0.478886
188,1.47,-2.38,CCc1c2c(cc3nsnc13)OC(C(C)C)CO2,0.926664,0.482246
189,1.29,-2.56,Cc1c2c(cc3nsnc13)N(C)C(C)C2,0.575313,0.145141
190,1.48,-2.37,CCOc1cc(C)c(OCC)c2nsnc12,0.511997,2.50E-05
191,1.49,-2.36,COc1cc2c(c3nsnc13)C(C)(C)CO2,0.895542,0.448052
192,1.43,-2.42,COc1cc2nsnc2c2c1C(C)CN2,0.577435,0.216806
193,1.38,-2.47,CCNc1c2c(c(NC)c3nsnc13)OCCO2,0.682728,0.348253
194,1.46,-2.39,CCC1Cc2c3c(c4nsnc4c2N1)CCC3,0.62685,0.140941
195,1.23,-2.62,CCCCN1CCN(C(C)C)c2cc3nsnc3c(C)c21,1.040309,0.598578
196,1.36,-2.49,CCc1c2c(c(NCC(C)C)c3nsnc13)C1CCC2CC1,1.170096,0.751517
197,1.33,-2.52,CCCCc1c2c(c(NCC)c3nsnc13)C1CCC2C1,0.970873,0.615083
198,1.57,-2.28,COc1c(C)c(C)cc2nsnc12,0.547126,0.252784
200,1.55,-2.3,COCCOc1cc2nsnc2cc1OC,0.590492,0.265036
201,1.53,-2.32,CCc1cc(OCC(C)C)c2nsnc2c1,0.829095,0.423535
202,1.51,-2.34,COc1cc(N(C)C)c2nsnc2c1OC,0.640363,0.328117
203,1.63,-2.22,CCc1c2c(cc3nsnc13)COCCO2,0.822439,0.500206
204,1.51,-2.34,CCOc1cc(CCOC)c2nsnc2c1,1.009346,0.656888
205,1.53,-2.32,CCNc1c2c(cc3nsnc13)COCC2,0.533429,0.141704
207,1.35,-2.5,CCOc1c2c(c(N(CC)CC)c3nsnc13)C1CCC2C1,0.924559,0.549895
208,1.45,-2.4,CC1CCc2c3c(c4nsnc4c2O1)CCO3,0.607522,0.133997
209,1.45,-2.4,CC(C)c1c2c(cc3nsnc13)OC(C(C)C)CO2,1.031869,0.558995
210,1.63,-2.22,CC(C)c1ccc2nsnc2c1,0.940804,0.519155
211,1.53,-2.32,CCc1c2c(c3nsnc3c1C)OCC2,0.714135,0.309839
212,1.38,-2.47,CCNc1cc2c(c3nsnc13)N(C)CCO2,0.712495,0.378467
213,1.64,-2.21,c1c2c(cc3nsnc13)OCCOCCC2,0.927934,0.695126
214,1.52,-2.33,CCc1cc(C)c2nsnc2c1N(C)CC,1.009372,0.59547
215,1.58,-2.27,CCCCc1c(C)ccc2nsnc12,0.885063,0.545979
216,1.52,-2.33,CCc1c(C)c(OC)c2nsnc2c1C,0.725523,0.384601
217,1.12,-2.73,CCCN1CCN(C(C)CC)c2cc3nsnc3cc21,0.921627,0.525052
218,1.5,-2.35,CCOc1c2c(c(OCC)c3nsnc13)C1CCC2C1,0.948373,0.589303
220,1.45,-2.4,CCc1c(OC)c(N(C)C)cc2nsnc12,1.006322,0.558201
221,1.57,-2.28,CCCCc1ccc2nsnc2c1CC,0.802679,0.407155
222,1.38,-2.47,Cc1c(N(C)C)c(N(C)C)cc2nsnc12,0.893099,0.471293
223,1.42,-2.43,CCOCCNc1c2c(c(OC)c3nsnc13)C1CCC2C1,1.100855,0.751014
224,1.43,-2.42,Cc1c2c(c(OCC(C)C)c3nsnc13)C1CCC2C1,0.948495,0.564992
225,1.52,-2.33,COc1c(C)c2c(c3nsnc13)CC(C)O2,0.638304,0.274813
226,1.61,-2.24,CCCOc1ccc(OC(C)C)c2nsnc12,0.812446,0.487005
227,1.49,-2.36,CCC(C)Nc1c2c(cc3nsnc13)OCCO2,0.811902,0.456782
228,1.59,-2.26,CC/C([O-])=[N+](\c1c2c(cc3nsnc13)C1CCC2C1)C(C)C,1.603952,1.25138
229,1.1,-2.75,CCN1CN(CC(C)C)c2c1cc1nsnc1c2C,0.822747,0.420977
230,1.4,-2.45,CCCCc1c2c(c(CC)c3nsnc13)OCCO2,0.890233,0.532763
231,1.57,-2.28,COC1CN(C)c2c1ccc1nsnc21,0.559781,0.261716
232,1.48,-2.37,COc1c(C)cc(C)c2nsnc12,0.451774,1.20E-05
234,1.49,-2.36,CCc1cc(NC)c2nsnc2c1OC,0.658574,0.356222
235,1.5,-2.35,CCCc1cc2nsnc2cc1OC(C)C,1.062577,0.654442
236,1.37,-2.48,CCCCc1c2c(c(NC)c3nsnc13)OCCO2,0.788848,0.422112
237,1.18,-2.67,CCCN1CCN(C)c2cc3nsnc3c(NC(C)C)c21,1.350774,1.02828
238,1.44,-2.41,CNc1cc(N(C)C)c(OC)c2nsnc12,0.651195,0.336162
