Index,smiles,complexity,atoms,DelE_red(V),MW
635,CC(C)COc1cc2nsnc2c2c1OCC2,4,17,1.37,250.0775987
636,CC1Cc2c3c(c4nsnc4c2C1)CCC3,4,16,1.48,230.0877694
637,CCNc1cc2c(c3nsnc13)CCC2C,4,16,1.43,233.0986685
638,COc1c(C)c(N(C)C)cc2nsnc12,7,15,1.53,223.077933
639,CCOc1c(C)c(OC)c(C)c2nsnc12,8,16,1.56,238.0775987
640,CCc1c(OC)c(OC)c2nsnc2c1C,8,16,1.57,238.0775987
641,CCCOc1c(CC)ccc2nsnc12,4,15,1.63,222.0826841
642,CCc1c2c(c3nsnc3c1C)CC(C)C2,6,16,1.49,232.1034195
643,Cc1cc2c(c3nsnc13)CCO2,4,13,1.54,192.0357339
644,CCCc1cc2nsnc2c2c1CCCO2,4,16,1.47,234.0826841
645,CCNc1c2c(c(NC)c3nsnc13)N(C)CCN2C,8,20,1.33,292.1470156
646,CCN(C)c1cc2c(c3nsnc13)NCC2,5,16,1.45,234.0939174
647,Cc1ccc2nsnc2c1N(C)CC(C)C,5,16,1.58,235.1143185
648,COc1c2c(cc3nsnc13)N(C)CC2C,5,16,1.36,235.077933
649,CCCCN1CCCc2cc3nsnc3cc21,3,17,1.51,247.1143185
650,CCC1COc2c(cc(C)c3nsnc23)O1,4,16,1.47,236.0619486
651,CNc1c2c(c(OC)c3nsnc13)CCO2,6,16,1.45,237.0571976
652,CCc1c2c(cc3nsnc13)OCCN2CC,4,17,1.41,249.0935831
653,CCOc1c(CC)c(C)cc2nsnc12,6,15,1.57,222.0826841
654,CC(C)CN(C)c1ccc2nsnc2c1,3,15,1.4,221.0986685
655,CCCCN(C)c1c2c(c(OC)c3nsnc13)C1CCC2CC1,5,23,1.51,331.1718334
656,CCc1c(OC)c(OC)c(C)c2nsnc12,8,16,1.52,238.0775987
657,CCCOc1c(OC)cc(C)c2nsnc12,6,16,1.58,238.0775987
658,CCc1c2c(c(NC(C)C)c3nsnc13)C1CCC2CC1,4,21,1.24,301.1612687
659,CC(C)C1Oc2ccc3nsnc3c2OC1C,3,17,1.48,250.0775987
660,CCC1COc2c(C)cc3nsnc3c21,4,15,1.48,220.067034
661,Cc1cc2nsnc2c2c1CCO2,4,13,1.57,192.0357339
663,CCC(C)N1CCOc2cc3nsnc3cc21,2,17,1.36,249.0935831
664,CCc1cc(NC)c2nsnc2c1C,6,14,1.42,207.0830184
665,CCC(C)N1CN(CC)c2c1cc1nsnc1c2OC,6,20,1.1,292.1357823
666,Cc1cc2nsnc2c2c1CC(C)CO2,4,15,1.44,220.067034
667,CCC(C)N(C)c1cccc2nsnc12,3,15,1.57,221.0986685
668,CCOc1ccc2nsnc2c1CCOC,5,16,1.58,238.0775987
669,CCCOc1c2c(cc3nsnc13)CCCO2,4,17,1.58,250.0775987
670,CCc1cc(OC(C)CC)cc2nsnc12,4,16,1.46,236.0983341
671,CCC(C)N(C)c1c2c(cc3nsnc13)N(C)CCN2C,7,21,1.33,305.1674167
672,CCOc1cc(N(C)CC)c2nsnc2c1,5,16,1.32,237.0935831
673,CC/C([O-])=[N+](\c1cccc2nsnc12)C(C)C,3,17,1.83,249.0935831
674,CCCc1c2c(cc3nsnc13)OC(C)CO2,4,17,1.48,250.0775987
675,CCCNc1cc2c(c3nsnc13)OC(C)C2,4,17,1.51,249.0935831
676,CNc1c(C(C)C)cc(OC)c2nsnc12,6,16,1.58,237.0935831
677,CCCOc1ccc(CC)c2nsnc12,4,15,1.54,222.0826841
678,CCC1Cc2c(cc3nsnc3c2OC)O1,4,16,1.51,236.0619486
679,CCCOc1cc2nsnc2c(OC)c1C,6,16,1.56,238.0775987
680,COCCc1cc2nsnc2c2c1CCC2,5,16,1.57,234.0826841
681,CCCc1c2c(c(CC)c3nsnc13)C1CCC2CC1,4,20,1.33,286.1503697
683,CCCN(C)c1c2c(cc3nsnc13)C1CCC2C1,3,19,1.46,273.1299686
684,CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)N(CC)CCN2C,6,21,1.49,305.1310312
685,CCN(C)c1c2c(c(OC)c3nsnc13)C1CCC2CC1,5,21,1.45,303.1405333
686,CCCCc1c2c(cc3nsnc13)N(C(C)C)CCN2C,6,21,1.2,304.1721678
687,CCC/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)C1CCC2CC1,3,22,1.79,315.1405333
688,CCCCOc1c(CC)ccc2nsnc12,4,16,1.63,236.0983341
689,CCN(C)c1cc(C)c2nsnc2c1,5,14,1.38,207.0830184
690,CCCNc1ccc(OC)c2nsnc12,4,15,1.39,223.077933
691,CC(C)c1cc2c(c3nsnc13)N(C)CCO2,4,17,1.4,249.0935831
692,CNc1cc(C(C)C)c(NC)c2nsnc12,6,16,1.43,236.1095675
693,CCCCc1c2c(c(OCCC)c3nsnc13)C1CCC2C1,4,22,1.42,316.1609344
694,COCCc1ccc2nsnc2c1OC,5,15,1.7,224.0619486
695,CCCNc1cccc2nsnc12,2,13,1.52,193.0673684
696,CCN(C)c1c(OC)cc(C)c2nsnc12,7,16,1.55,237.0935831
697,CN1CCN(C)c2cc3nsnc3cc2C1,5,16,1.5,234.0939174
698,CC(C)c1c2c(cc3nsnc13)OCCO2,3,16,1.46,236.0619486
699,COc1cc2nsnc2cc1OC,4,13,1.41,196.0306485
700,CCCCNc1cc(OCC)cc2nsnc12,4,17,1.42,251.1092332
702,CCC(C)OCCc1cccc2nsnc12,3,16,1.65,236.0983341
703,CC1CCc2ccc3nsnc3c2[NH+]=C1[O-],2,16,1.7,233.062283
704,CCCC1COc2cc3nsnc3c(CC(C)C)c2O1,4,20,1.35,292.1245489
705,CCCCc1c(OC)cc2nsnc2c1C,6,16,1.47,236.0983341
706,CCCCOc1ccc(OC)c2nsnc12,4,16,1.67,238.0775987
707,CCc1cc2nsnc2c2c1CC(C)C2,4,15,1.5,218.0877694
708,CN1CCOCc2ccc3nsnc3c21,4,15,1.59,221.062283
709,CCCN1CN(C)c2c1c(OC)c1nsnc1c2C,8,19,1.18,278.1201322
710,CCC1Cc2cc3nsnc3c(OC)c2O1,4,16,1.53,236.0619486
711,CNc1cc2c(c3nsnc13)CC(C)N2C,5,16,1.38,234.0939174
712,CCCc1c2c(cc3nsnc13)OCC(C)O2,4,17,1.41,250.0775987
713,CC(C)Nc1cc(C(C)C)cc2nsnc12,4,16,1.31,235.1143185
714,CCc1cc2c(c3nsnc13)NC(C)C2,4,15,1.49,219.0830184
715,Cc1cc2nsnc2c2c1OCC2(C)C,4,15,1.5,220.067034
716,CCOc1cc(OC(C)C)c2nsnc2c1,4,16,1.56,238.0775987
717,CCOCCc1c2c(c(OC)c3nsnc13)C1CCC2CC1,5,22,1.55,318.1401989
718,CCCCN1CCc2cc3nsnc3cc21,3,16,1.3,233.0986685
719,CCCN1CN(C)c2cc3nsnc3c(NCC)c21,6,19,1.18,277.1361166
720,CCc1c2c(c(C)c3nsnc13)OC(C)CO2,6,17,1.34,250.0775987
721,CN1CCNc2c1c1c(c3nsnc23)CCO1,4,17,1.35,248.073182
722,CCc1cc(OC(C)C)cc2nsnc12,4,15,1.49,222.0826841
723,CNc1c2c(c(N(C)CC(C)C)c3nsnc13)C1CCC2C1,5,22,1.34,316.1721678
724,CCOc1c(CC)ccc2nsnc12,4,14,1.63,208.067034
725,CCNc1c2c(cc3nsnc13)CCC2,4,15,1.43,219.0830184
726,Cc1c2c(cc3nsnc13)CCCC2,4,14,1.52,204.0721194
727,COc1c2c(c(C)c3nsnc13)OC(C)CO2,6,17,1.49,252.0568632
728,CC(C)Cc1cc(C(C)C)cc2nsnc12,4,16,1.54,234.1190696
729,c1cc2nsnc2c2c1CCC2,2,12,1.6,176.0408193
730,CC(C)CN1CCN(C)c2c1cc1nsnc1c2N(C)C,7,21,1.25,305.1674167
731,CCOc1c2c(c(NC(C)CC)c3nsnc13)C1CCC2CC1,4,23,1.4,331.1718334
732,Cc1c2c(cc3nsnc13)C(C)(C)CN2C,5,16,1.3,233.0986685
733,CC1COc2c(ccc3nsnc23)C1,2,14,1.51,206.0513839
734,COc1cc(CC(C)C)cc2nsnc12,4,15,1.54,222.0826841
735,CNc1c2c(cc3nsnc13)OC(C)C2C,4,16,1.45,235.077933
736,CN1CCc2c1c1c(c3nsnc23)CCC1,5,16,1.43,231.0830184
737,CC1Cc2c(c3c(c4nsnc24)CCCC3)O1,4,17,1.44,246.0826841
738,CCOc1cc(C)c2nsnc2c1OCC,6,16,1.64,238.0775987
739,CC(C)Cc1cc(OC(C)C)c2nsnc2c1,4,17,1.46,250.1139842
740,CCc1c2c(c(C)c3nsnc13)OC(CC)CO2,6,18,1.41,264.0932488
741,CCC/C([O-])=[N+](/C)c1c2c(cc3nsnc13)C1CCC2CC1,3,22,1.66,315.1405333
742,CCN(CC)c1cc(OC)cc2nsnc12,5,16,1.39,237.0935831
743,CC(C)COCCNc1c2c(cc3nsnc13)C1CCC2CC1,3,23,1.41,331.1718334
744,COCCc1c(OC)ccc2nsnc12,5,15,1.59,224.0619486
745,Cc1c2c(cc3nsnc13)N(C(C)C)CCN2C,6,18,1.08,262.1252176
746,CCc1cc(N(C)CC)c(C)c2nsnc12,7,16,1.44,235.1143185
747,CN1CCOc2c(ccc3nsnc23)CC1,4,16,1.71,235.077933
748,CCc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,5,20,1.41,287.1456187
749,C/C([O-])=[NH+]\c1cc2c(c3nsnc13)CCCO2,4,17,1.66,249.0571976
750,COc1cc2c(c3nsnc13)[NH+]=C([O-])CC2,4,16,1.69,235.0415475
751,CCCCN1CN(C)c2c1cc1nsnc1c2C,6,18,1.19,262.1252176
752,CCCC1Oc2c(ccc3nsnc23)OC1C,3,17,1.31,250.0775987
753,COc1cc2c(c3nsnc13)CCOCC2,5,16,1.4,236.0619486
754,COc1c2c(c(C)c3nsnc13)CCCO2,6,16,1.51,236.0619486
755,CC(C)Cc1c2c(c(CC(C)C)c3nsnc13)C1CCC2CC1,4,23,1.24,328.1973199
756,CN1CCc2c3c(c4nsnc4c21)OCCO3,4,17,1.44,249.0571976
757,CCCCNc1c2c(c(N(C)C)c3nsnc13)C1CCC2C1,5,22,1.33,316.1721678
758,CC(C)Nc1c2c(cc3nsnc13)CCO2,4,16,1.42,235.077933
759,COc1c(OC)c(OC)c2nsnc2c1C,8,16,1.61,240.0568632
760,CCCCN1c2cc3nsnc3cc2N(C)C1OC,6,19,1.1,278.1201322
761,CC1Cc2cc(N(C)C)c3nsnc3c2O1,5,16,1.45,235.077933
762,CCC1COc2cc3nsnc3c(C)c21,4,15,1.52,220.067034
763,CCCNc1c2c(c(OCCC)c3nsnc13)C1CCC2C1,4,22,1.38,317.1561834
764,CCc1c(CC(C)C)c(C)cc2nsnc12,6,16,1.57,234.1190696
765,CCNc1c(C)cc(NC)c2nsnc12,6,15,1.49,222.0939174
766,CCCc1c2c(cc3nsnc13)C(CC)CO2,4,17,1.42,248.0983341
767,CCCOc1c2c(cc3nsnc13)CCC2C,4,17,1.57,248.0983341
768,CCc1c(C)cc(OC)c2nsnc12,6,14,1.5,208.067034
769,CC(C)Cc1cc2c(c3nsnc13)OC(C)C2,4,17,1.53,248.0983341
770,CCCCOc1cc(CC)c2nsnc2c1,4,16,1.52,236.0983341
771,CC1COc2c(c3c(c4nsnc24)CCC3)C1,4,17,1.46,246.0826841
772,COCCNc1c2c(c(C)c3nsnc13)C1CCC2C1,5,20,1.43,289.1248832
773,COc1cc2nsnc2c2c1COCC2,5,15,1.5,222.0462986
774,Cc1c2c(cc3nsnc13)OC(C)CO2,4,15,1.48,222.0462986
775,COc1cc2nsnc2cc1OC(C)C,4,15,1.6,224.0619486
776,C/C([O-])=[NH+]\c1cc2c(c3nsnc13)C(C)CC2,4,17,1.7,247.077933
777,COc1c2c(cc3nsnc13)OCCOC2,5,16,1.57,238.0412132
778,CC/[N+](=C(/C)[O-])c1c2c(cc3nsnc13)C1CCC2C1,3,20,1.61,287.1092332
779,CCN1c2cc3nsnc3cc2CCC1C,3,16,1.39,233.0986685
780,CCN(c1ccc2nsnc2c1C)C(C)C,5,16,1.51,235.1143185
781,CCCCc1c(OC(C)C)ccc2nsnc12,4,17,1.56,250.1139842
782,CCCCc1cc(OC)c(C)c2nsnc12,6,16,1.48,236.0983341
784,CCc1c(N(C)C)c(C)cc2nsnc12,7,15,1.53,221.0986685
785,CCc1c2c(c(NC(C)C)c3nsnc13)OCCO2,4,19,1.55,279.1041478
786,CNc1c(OC)cc(C)c2nsnc12,6,14,1.48,209.062283
788,CCC(C)/[N+](=C(/C)[O-])c1cccc2nsnc12,3,17,1.83,249.0935831
789,CCC(C)Oc1ccc2nsnc2c1C,4,15,1.65,222.0826841
790,CCC1COc2c(c(OC)c3nsnc3c2OC)O1,6,19,1.61,282.0674279
791,CCc1ccc(C(C)CC)c2nsnc12,4,15,1.59,220.1034195
792,C/C([O-])=[N+](\c1c2c(c(C)c3nsnc13)C1CCC2CC1)C(C)C,5,23,1.56,329.1561834
793,CCc1cc2nsnc2c2c1OCC(CC)O2,4,17,1.47,250.0775987
794,CCNc1cc2c(c3nsnc13)CCCC2,4,16,1.59,233.0986685
795,CCCN(C)c1c2c(c(C(C)C)c3nsnc13)C1CCC2CC1,5,23,1.33,329.1925689
796,CC1Cc2c3c(c4nsnc4c2C1)OCCO3,3,17,1.45,248.0619486
797,CNc1c2c(cc3nsnc13)OCCO2,2,15,1.44,223.0415475
798,CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)CCO2,4,17,1.6,249.0571976
799,Cc1c2c(cc3nsnc13)N(C)CN2CCN(C)C,8,19,1.21,277.1361166
800,COc1cc2nsnc2c2c1C(C)C(C)O2,4,16,1.49,236.0619486
801,CN(C)CCN1CCN(C)c2cc3nsnc3cc21,6,19,1.17,277.1361166
802,CCc1c2c(cc3nsnc13)CCCO2,4,15,1.5,220.067034
803,CN1CCc2c3c(c4nsnc4c21)CCC3,5,16,1.43,231.0830184
804,CCCc1c2c(cc3nsnc13)N(C)CCN2CC,6,19,1.28,276.1408676
805,Cc1c2c(cc3nsnc13)N(C)CN2C,6,15,1.15,220.0782674
806,CCCN1CCN(C)c2c1cc1nsnc1c2OC,6,19,1.21,278.1201322
807,CCCN(C)c1c2c(c(C)c3nsnc13)OCCO2,6,19,1.31,279.1041478
808,CCOc1c(CC)cc(OC)c2nsnc12,6,16,1.69,238.0775987
809,CCN1CN(C)c2c1cc1nsnc1c2OC(C)C,6,19,1.17,278.1201322
810,CCN1CCN(CCOC)c2c1cc1nsnc1c2OC,7,21,1.28,308.1306969
811,CCNc1c2c(c(OC)c3nsnc13)N(C)CN2C,8,19,1.17,279.1153812
812,CCc1cc(/[NH+]=C(\C)[O-])c2nsnc2c1,4,15,1.74,221.062283
813,CCC(C)N(C)CCc1c2c(cc3nsnc13)C1CCC2C1,4,22,1.2,315.1769188
814,CC/C([O-])=[NH+]\c1cc(C(C)C)cc2nsnc12,4,17,1.73,249.0935831
815,CC/C([O-])=[NH+]\c1c2c(cc3nsnc13)CCC2,4,17,1.68,247.077933
816,CCCc1ccc2nsnc2c1OCC,4,15,1.63,222.0826841
817,CCN(CC)c1cc(OC)c2nsnc2c1,5,16,1.29,237.0935831
818,CCCc1cc(C)c2nsnc2c1C,6,14,1.47,206.0877694
819,CCOc1ccc(CC(C)C)c2nsnc12,4,16,1.68,236.0983341
820,CCOc1cc2nsnc2c2c1OCC(C)O2,4,17,1.34,252.0568632
821,CCN(CCOC)c1c2c(cc3nsnc13)C1CCC2CC1,4,22,1.48,317.1561834
822,CCOc1c2c(c(/[NH+]=C(/[O-])CC)c3nsnc13)C1CCC2CC1,4,23,1.66,331.1354479
823,COc1c(C)cc2nsnc2c1C(C)C,6,15,1.46,222.0826841
824,C1CCc2c(c3c(c4nsnc24)CCC3)OC1,4,17,1.54,246.0826841
825,CC(C)CN(C)CCc1c2c(cc3nsnc13)C1CCC2C1,4,22,1.46,315.1769188
826,CCc1cc2nsnc2c(OC)c1OC,6,15,1.63,224.0619486
827,COc1cc(C)c2nsnc2c1OC(C)C,6,16,1.6,238.0775987
828,CCN1CCCc2cc3nsnc3cc21,3,15,1.35,219.0830184
829,CCOCCc1c2c(c(NC)c3nsnc13)C1CCC2C1,5,21,1.37,303.1405333
830,CCCN1CCN(C)c2cc3nsnc3c(OC(C)C)c21,6,21,1.31,306.1514323
831,Cc1c2c(c(OCCN(C)C)c3nsnc13)C1CCC2C1,6,21,1.46,303.1405333
832,CCNc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,5,21,1.32,302.1565177
833,CCc1c2c(c(C)c3nsnc13)N(C)CN2C(C)C,8,19,1.1,276.1408676
834,CCC(C)C1COc2c(cc3nsnc3c2OC)O1,4,19,1.44,280.0881634
835,Cc1c2c(c(OC(C)C)c3nsnc13)OCCO2,4,18,1.47,266.0725133
836,COc1cc2nsnc2c2c1N(C)CCC2,5,16,1.45,235.077933
837,COc1c(N(C)C)ccc2nsnc12,5,14,1.67,209.062283
838,CCN(C)c1cc2nsnc2cc1C,5,14,1.52,207.0830184
839,C/C([O-])=[NH+]\c1c2c(cc3nsnc13)CC(C)O2,4,17,1.65,249.0571976
840,CCC1COc2c(c(OC)c3nsnc3c2C)O1,6,18,1.49,266.0725133
841,COc1cc2nsnc2c2c1CCO2,4,14,1.51,208.0306485
842,CCc1cc2nsnc2c(NC)c1N(C)C,7,16,1.48,236.1095675
843,COCCc1c2c(c(C)c3nsnc13)C1CCC2C1,5,19,1.35,274.1139842
844,CCc1c2c(cc3nsnc13)N(C)CN2CC,6,17,1.04,248.1095675
845,CC1Cc2ccc3nsnc3c2N(C)C1,3,15,1.48,219.0830184
846,CCN1CC(C)c2c1ccc1nsnc21,3,15,1.46,219.0830184
847,CNc1cc(CC(C)C)cc2nsnc12,4,15,1.44,221.0986685
848,CNc1c2c(c(N(C)CC(C)C)c3nsnc13)C1CCC2CC1,5,23,1.36,330.1878178
849,CCCCc1c(C)c(OC)cc2nsnc12,6,16,1.41,236.0983341
850,CC(C)Oc1c2c(cc3nsnc13)C1CCC2C1,2,18,1.48,260.0983341
852,CCOc1c(C)c2c(c3nsnc13)CCO2,6,16,1.52,236.0619486
853,CCCc1c(C)c(NC)c2nsnc2c1C,8,16,1.41,235.1143185
854,CCN1CCN(C)c2c1c(C)c1nsnc1c2C,8,18,1.3,262.1252176
855,CNc1c2c(cc3nsnc13)CCCO2,4,15,1.47,221.062283
856,CC(C)C1C([O-])=[N+](C)c2c1ccc1nsnc21,3,17,1.79,247.077933
857,COCCOc1c2c(cc3nsnc13)C1CCC2CC1,3,20,1.45,290.1088988
858,CCc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)C1CCC2C1,4,20,1.56,287.1092332
859,CC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)N(C)CCN2C,8,21,1.47,305.1310312
860,CCc1cc2nsnc2c(C)c1N(C)C,7,15,1.54,221.0986685
861,CCc1cc2nsnc2c2c1C(C)C(C)O2,4,16,1.58,234.0826841
862,CCOc1ccc2nsnc2c1C,4,13,1.55,194.0513839
863,CN(C)c1cc2c(c3nsnc13)N(C)CC2,6,16,1.5,234.0939174
864,CC(C)COc1c2c(cc3nsnc13)CCO2,4,17,1.53,250.0775987
865,CCOC1COc2cc3nsnc3c(C)c21,5,16,1.5,236.0619486
866,CCc1c2c(cc3nsnc13)OCC2C,4,15,1.46,220.067034
867,CCC(C)Oc1cc2c(c3nsnc13)CCC2,4,17,1.45,248.0983341
868,CC(C)N1CCN(C)c2ccc3nsnc3c21,3,17,1.32,248.1095675
869,Cc1cc2c(c3nsnc13)NCC2,4,13,1.5,191.0517183
870,CCN(c1cc(C)c2nsnc2c1)C(C)C,5,16,1.28,235.1143185
871,CC(C)COc1c2c(c(C(C)C)c3nsnc13)C1CCC2CC1,4,23,1.43,330.1765845
872,CNc1cc2c(c3nsnc13)OC(C)C2C,4,16,1.58,235.077933
873,CCCc1ccc2nsnc2c1N(C)CC,5,16,1.57,235.1143185
874,CCCCOc1c2c(c(OCC)c3nsnc13)C1CCC2C1,4,22,1.5,318.1401989
875,CCCCOCCc1cccc2nsnc12,3,16,1.65,236.0983341
876,CCN(C)c1c(N(C)C)ccc2nsnc12,6,16,1.45,236.1095675
877,CCN(C)c1c2c(cc3nsnc13)OCC(C)O2,5,18,1.44,265.0884977
878,CCOc1c2c(c(C)c3nsnc13)N(CC)CCN2C,8,20,1.29,292.1357823
879,Cc1ccc2nsnc2c1C(C)C,4,13,1.55,192.0721194
880,CCCOc1c(C)cc2nsnc2c1OC,6,16,1.63,238.0775987
881,CCOc1c(C)cc2nsnc2c1OC,6,15,1.62,224.0619486
882,CCOc1cc2nsnc2c2c1OCC2,4,15,1.43,222.0462986
883,Cc1cc2nsnc2cc1C(C)C,4,13,1.58,192.0721194
884,Cc1cc2nsnc2c2c1CCCCO2,4,15,1.44,220.067034
885,CC1CCc2cc(N(C)C)c3nsnc3c21,5,16,1.35,233.0986685
886,CCc1c(OC)c(C)cc2nsnc12,6,14,1.55,208.067034
887,CCC(C)OCCc1c2c(cc3nsnc13)OCCO2,4,20,1.53,294.1038134
888,CCC(C)Oc1c2c(cc3nsnc13)OCC2,4,17,1.52,250.0775987
889,CCc1cc(C)c2nsnc2c1/[NH+]=C(\C)[O-],6,16,1.66,235.077933
890,CCCCN1CN(C(C)C)c2cc3nsnc3c(C)c21,6,20,1.06,290.1565177
891,CCCNc1ccc(OCCC)c2nsnc12,4,17,1.49,251.1092332
892,CCCCOc1c2c(cc3nsnc13)N(CC)CN2C,6,20,1.04,292.1357823
893,CCNc1cc(OC)c(NC)c2nsnc12,6,16,1.39,238.0888321
894,CCCN1CCN(CCC)c2c1cc1nsnc1c2OC,6,21,1.13,306.1514323
895,COCC/C([O-])=[NH+]\c1c2c(c(C)c3nsnc13)C1CCC2C1,5,22,1.63,317.1197978
896,CCc1ccc(OC)c2nsnc12,4,13,1.55,194.0513839
897,CC(C)CNc1c(C(C)C)ccc2nsnc12,4,17,1.7,249.1299686
898,Cc1cc2c(c3nsnc13)[NH+]=C([O-])CC2(C)C,4,17,1.71,247.077933
899,CCc1cc2nsnc2c2c1CC(C)N2,4,15,1.5,219.0830184
900,CCC(C)/C([O-])=[NH+]\c1c2c(cc3nsnc13)OCCO2,3,20,1.66,293.0834123
901,CCC(C)Oc1cc2nsnc2cc1OC,4,16,1.42,238.0775987
902,CCc1c(C)cc2nsnc2c1C,6,13,1.5,192.0721194
903,CC1CNc2c1c1c(c3nsnc23)CCC1,4,16,1.48,231.0830184
904,Cc1cc2nsnc2c(C)c1N(C)C,7,14,1.51,207.0830184
905,COc1cc2nsnc2c2c1OCC2OC,5,16,1.5,238.0412132
906,CCCN(C)c1c2c(c(C(C)C)c3nsnc13)C1CCC2C1,5,22,1.32,315.1769188
907,COc1c2c(c(OC)c3nsnc13)CCC2,6,16,1.57,236.0619486
908,CC/[N+](=C(/C)[O-])c1c2c(c(NC)c3nsnc13)C1CCC2C1,5,22,1.54,316.1357823
909,Cc1cc2nsnc2c2c1OCC(C)C2,4,15,1.4,220.067034
910,CCCOc1c2c(c(C(C)CC)c3nsnc13)C1CCC2CC1,4,23,1.44,330.1765845
911,CCCN1CCOc2c1ccc1nsnc21,2,16,1.44,235.077933
912,c1c2c(cc3nsnc13)OCCCC2,2,14,1.62,206.0513839
913,CCCCc1cc(OC(C)C)c2nsnc2c1,4,17,1.6,250.1139842
914,CCC1CN(C(C)C)c2cc3nsnc3cc21,3,17,1.42,247.1143185
915,CC/[N+](=C(/C)[O-])c1c2c(c(C)c3nsnc13)C1CCC2CC1,5,22,1.59,315.1405333
916,CCCc1c2c(cc3nsnc13)CC(CC)O2,4,17,1.39,248.0983341
917,CCCCc1c2c(cc3nsnc13)OCC2C,4,17,1.4,248.0983341
918,CCCOCCNc1c2c(cc3nsnc13)C1CCC2C1,3,21,1.38,303.1405333
919,CCC(C)c1c2c(cc3nsnc13)N(CC)CN2CC,6,20,1.16,290.1565177
920,COCCN1CCN(C(C)C)c2cc3nsnc3c(C)c21,7,21,1.23,306.1514323
921,CCc1c2c(c(OC)c3nsnc13)OCC2,6,16,1.47,236.0619486
922,Cc1ccc(CCN(C)C)c2nsnc12,6,15,1.59,221.0986685
923,CCOCC/C([O-])=[NH+]\c1cccc2nsnc12,3,17,1.82,251.0728477
924,Cc1cc2nsnc2c2c1C(C)CC([O-])=[NH+]2,4,16,1.69,233.062283
925,CCC(C)Oc1cc(C(C)C)cc2nsnc12,4,17,1.63,250.1139842
926,CCc1c2c(cc3nsnc13)C(C)(C)CO2,4,16,1.46,234.0826841
927,C/C([O-])=[N+](/C)c1c2c(cc3nsnc13)C1CCC2CC1,3,20,1.66,287.1092332
928,CCC(C)c1c2c(c(C(C)C)c3nsnc13)C1CCC2CC1,4,22,1.35,314.1816698
929,CCCCc1ccc2nsnc2c1OCCC,4,17,1.66,250.1139842
930,CN(C)CCc1c2c(cc3nsnc13)N(C)CN2C,8,19,1.18,277.1361166
931,CCCOc1c2c(c(N(C)C)c3nsnc13)C1CCC2CC1,5,22,1.48,317.1561834
932,COc1c2c(c3nsnc3c1C)C(C)CO2,6,16,1.48,236.0619486
933,Cc1c2c(cc3nsnc13)N(C)CC2C,5,15,1.29,219.0830184
934,Cc1c2c(c(NC(C)C)c3nsnc13)C1CCC2CC1,4,20,1.4,287.1456187
935,Cc1cc2nsnc2c2c1N(C)CCC2C,5,16,1.42,233.0986685
936,CC(C)Cc1cc2c(c3nsnc13)NCC2,4,16,1.49,233.0986685
937,CCCc1c2c(cc3nsnc13)N(CC)CCN2C,6,19,1.32,276.1408676
938,CCOCCc1c2c(c(CC)c3nsnc13)C1CCC2C1,5,21,1.28,302.1452843
939,CCC(C)c1c2c(cc3nsnc13)CCC2C,4,17,1.37,246.1190696
940,CCCCc1c2c(c(C)c3nsnc13)OCCO2,4,18,1.42,264.0932488
941,C1Cc2c3c(c4nsnc4c2C1)CCCO3,4,16,1.42,232.067034
942,COc1c(C)c(C)c2nsnc2c1OC,8,15,1.58,224.0619486
943,CCc1c(C(C)C)c(OC)cc2nsnc12,6,16,1.51,236.0983341
944,Cc1ccc(C(C)C)c2nsnc12,4,13,1.53,192.0721194
945,COc1c2c(c(C)c3nsnc13)OC(C)C2,6,16,1.46,236.0619486
946,COC1N(C)c2cc3nsnc3cc2N1C(C)C,6,18,1.15,264.1044821
947,CC(C)COc1cc2nsnc2c2c1CCO2,4,17,1.46,250.0775987
948,CCc1cc(C)c2nsnc2c1,4,12,1.57,178.0564693
949,COCCN(C)c1cc(C)c2nsnc2c1,6,16,1.4,237.0935831
950,CCCN1CCN(C)c2cc3nsnc3c(/[NH+]=C(\C)[O-])c21,6,21,1.39,305.1310312
951,CCC(C)N1CCN(CC)c2c1c(C)c1nsnc1c2C,8,21,1.32,304.1721678
952,CCNc1c2c(c(OC(C)C)c3nsnc13)C1CCC2C1,4,21,1.57,303.1405333
953,CC(C)COc1cc2c(c3nsnc13)CCC2,4,17,1.5,248.0983341
954,CCCc1ccc2nsnc2c1NC,4,14,1.49,207.0830184
955,CCc1c(C)c(OC)c(NC)c2nsnc12,8,16,1.45,237.0935831
956,CNc1c2c(c(/[NH+]=C(\C)[O-])c3nsnc13)OCCO2,4,19,1.55,280.0630112
957,COc1c(OCC(C)C)ccc2nsnc12,4,16,1.7,238.0775987
958,CCOc1c(C)c(CC)c(C)c2nsnc12,8,16,1.51,236.0983341
959,CC(C)c1cc2nsnc2c2c1N(C)CCN2,4,17,1.58,248.1095675
960,CCCCC1Oc2cc3nsnc3cc2OC1C,4,18,1.66,264.0932488
961,CCc1c(OC)c(NC)c2nsnc2c1C,8,16,1.47,237.0935831
